,Agric,Mines,Oil  ,Stone,Cnstr,Food ,Smoke,Txtls,Apprl,Wood ,Chair,Paper,Print,Chems,Ptrlm,Rubbr,Lethr,Glass,Metal,MtlPr,Machn,Elctr,Cars ,Instr,Manuf,Trans,Phone,TV   ,Utils,Garbg,Steam,Water,Whlsl,Rtail,Money,Srvc 
194704,-3.2,-4.74,0.41,-4.72,-13.83,-6.18,-8.32,-8.5,-9.8,-5.84,-11.62,-5.63,-11.33,-4.36,-0.39,-10.5,-3.97,-5.05,-6.56,-5.76,-7.79,-5.14,-4.73,-4.53,-8.92,-6.27,-0.19,-2.82,-3.75,-99.99,-99.99,-99.99,-5.44,-8.12,-6.46,-7.51
194705,-1.62,-2.91,-2.78,0.58,-6.72,-0.93,3.6,-2.92,-4.95,-4.4,-10.05,-1.26,-6.35,-0.72,2.83,-9.18,-4.13,-2.8,-2.44,-4.01,-0.75,0.2,-2.52,-3.49,-3.83,-3.16,-1.13,1.69,-2.48,-99.99,-99.99,-99.99,-3.81,-0.16,-0.94,1.4
194706,12.18,-0.17,8.2,8.71,5.69,5.52,5.6,9.42,10.27,6.61,8.16,8.48,7.76,6.84,7.7,5.98,9.02,6.64,2.28,4.41,7.4,4.59,5.38,2.42,2.94,2.44,-3.39,14.78,3.97,-99.99,-99.99,-99.99,7.68,10.05,7.12,2.07
194707,5.7,8.04,6.46,4.85,7.56,4.6,3.48,8.69,3.69,5.15,13.34,4.74,4.15,2.28,3.56,3.58,2.47,3.18,7.29,1.63,4.25,7.03,4.51,5.02,10.88,7.47,0.83,-1.1,2.54,-99.99,-99.99,-99.99,5.45,4.53,2.44,5.83
194708,-4.11,-2.43,-3.78,0.46,-3.36,-1.29,-2.49,-0.03,-1.52,-2.47,1.3,0.97,-0.22,-0.86,-2.29,-4.48,2.37,-3.4,-0.61,-1.96,-2.73,-3.69,-0.43,-6.58,2.54,-2.35,0.43,-4.49,0.24,-99.99,-99.99,-99.99,-1.37,-3.67,-1.29,-11.17
194709,4.42,1.1,1.75,-1.31,-2.07,0.41,-0.69,2.01,0.55,-3.13,-2.12,5.02,-2.26,-0.79,-3.15,3.65,-3.8,1.31,0.54,-1.51,1.81,1.22,0.4,1.07,1.03,-1.32,0.93,-5.89,-1.31,-99.99,-99.99,-99.99,-0.11,-2.97,0.77,-0.73
194710,4.42,-0.29,10.71,4.46,4.22,1.51,-1.56,3.47,1.93,4.08,5.18,2.72,4.03,1.46,5.05,2.93,3.64,3.55,5.62,3.98,4.51,1.81,2.35,0.5,3.06,0.54,0.22,-0.88,0.15,-99.99,-99.99,-99.99,1.61,3.12,3.04,-0.44
194711,-1.84,2.24,-0.73,2.51,-8.8,-2.55,0.86,-0.72,-1.86,-0.51,-2.07,-1.77,-5.73,-1.26,-0.42,-1.93,0.03,-2.87,-0.13,-3.86,-0.41,-1.79,-2.5,1.32,-1.71,-2.87,-2.47,-10.55,-7.6,-99.99,-99.99,-99.99,-2.26,-2.42,-1.65,-2.29
194712,-1.12,-3.74,17.71,-1.42,9.34,0.04,1.08,4.91,5.12,5.9,-3.69,3.22,-1.07,2.12,9,2.12,2.68,2.34,3.73,2.73,3.27,3.15,2.27,-1.15,-0.54,8.29,0.35,8.69,1.19,-99.99,-99.99,-99.99,0.14,0.4,1.07,-5.23
194801,-6.17,2.44,-4.84,-1.94,7.57,-2.62,-1.61,-2.93,-4.53,-6.44,-11.01,-7.38,-3.43,-4.83,-7.68,-4.27,0.64,-6.17,-4.1,-3.72,-4.49,-4.02,-3.91,-7.8,-6.89,-0.37,0.1,0.47,-0.21,-99.99,-99.99,-99.99,-2.6,-3.34,-1.26,-5.52
194802,-2.99,-2.75,-7.44,-2.29,-4.67,-7.33,-2.46,-7.27,-7.8,-7.86,-3.43,-6.88,-4.64,-5.14,-2.68,-4.13,-7.72,-5.26,-5.02,-4.33,-4.22,-4.96,-5.65,-5.27,1.07,-3.76,-1.09,0.99,-3.47,-99.99,-99.99,-99.99,-6.58,-3.62,-5.28,-6.25
194803,12.86,8.25,18.81,9.34,1.93,6.31,-1.71,9.02,12.1,11.13,10.49,9.52,5.86,7.27,9.48,7.27,2.69,6.93,12.83,8.1,8.76,11.5,8.99,12.92,8.53,8.68,1.87,9.13,6.61,-99.99,-99.99,-99.99,7.57,6.66,8.24,23.71
194804,1.6,4.56,10.51,5.17,6.91,1.1,-0.89,5.42,5.13,7.55,2.3,6.67,6.05,2.68,11.39,-0.57,0.64,-2.26,2.33,3.59,3.51,-1.53,1.44,-0.96,1.79,3.58,2.6,6.67,1.5,-99.99,-99.99,-99.99,9.89,4.82,4.3,-3.19
194805,0.27,4.87,4.73,7.09,11.12,5.2,2.87,12.02,7.22,8.87,7.65,11.91,8.32,7.28,6.05,9.05,2.38,8.82,8.08,8.72,8.02,17.05,12.23,5.05,8.66,6.2,2.44,5.68,5.74,-99.99,-99.99,-99.99,2.99,8.92,9.96,6.88
194806,-2.77,-1.64,-0.97,2.8,13.39,-1.65,-1.59,-3.73,-5.55,-1.52,0.66,-3.53,0.37,-0.1,3.76,1.97,0.36,-4.82,0.19,-3.13,-1.59,-0.65,-0.52,-2.93,-1.77,0.41,0.47,-1.52,2.59,-99.99,-99.99,-99.99,1.26,-1.46,-0.4,-9.83
194807,-0.7,-4.38,-9,-0.67,-9.05,-3.52,4.37,-2.52,-3.88,-10.32,-9.18,-4.65,-4.27,-5.09,-7.17,-6.95,0.67,-5.62,-3.9,-5.76,-6.85,-7.35,-3.86,-5.05,-2.67,-4.56,-1.52,-11.27,-4.36,-99.99,-99.99,-99.99,-5.05,-7.89,-5.68,-7.13
194808,1.86,1.08,-4.72,-2.75,4.16,-0.42,1.9,-1.41,-2.08,-2.29,-0.14,0.7,0.97,-0.57,-1.92,2,-1.68,2.46,1.64,-0.26,0.45,1.3,0.94,4.91,2.8,2.14,0.09,-2.57,0.1,-99.99,-99.99,-99.99,-4.41,2.93,-0.82,5.3
194809,-3.97,-4.8,-5.31,0.15,-5.75,-4.05,-3.15,-5.43,-4.89,-2.67,-2.55,-5.35,-6.73,-2.25,-4.4,0.5,1,-4.38,-2.16,-2.33,-4.8,-2.38,-3.53,-2.19,-4.29,-3.95,-0.18,-4.2,-0.91,-99.99,-99.99,-99.99,-2.77,-0.8,-0.88,-6.62
194810,7.16,3.99,10.39,7.12,14.32,3.62,3.45,2.93,3.82,4.86,3.97,6.09,0.99,6.43,9.18,4.3,0.36,7.63,8.4,6.05,6.01,7.82,6.97,5.24,5.12,4.95,1.11,0.6,4.43,-99.99,-99.99,-99.99,4.68,4.11,6.07,2.21
194811,-5.57,-5.43,-17.84,-8.16,-18.69,-6.45,-2.89,-10,-9.13,-14.76,-10.21,-11.18,-11.21,-7.82,-12.07,-13.06,-4.92,-7.44,-12.59,-7.8,-9.96,-11.72,-12.34,-3.03,-9.1,-12.74,-1.97,-10.3,-9.07,-99.99,-99.99,-99.99,-5.81,-5.72,-8.65,-3.82
194812,0.49,-0.17,9.12,-1.22,2.83,1.17,0.79,-1.61,-4.41,1.67,-3.96,4.92,-2.22,6.54,4.68,5.65,3.34,2.54,2,2.05,2.67,6.58,3.51,5.96,0.09,1.99,0.96,13.88,2.66,-99.99,-99.99,-99.99,0.8,1.58,6.14,5.44
194901,1.74,-0.3,-1,1.33,0.1,3.7,4.81,2.46,2.74,-2.09,1.76,-1.83,4.27,0.43,-3.93,4.08,5.19,1.65,0.8,1.93,-0.23,-2.99,2.37,-0.23,1.61,0.28,-1.23,-4.44,4.76,-99.99,-99.99,-99.99,3.08,1.05,-0.86,1.65
194902,-0.52,-1.42,-7.04,0.01,-4.09,-2.53,0.36,-1.89,-6.85,-5.16,-7.61,-1.71,-7.36,-2.64,-4.1,-2.63,-3.16,-2.12,-5.86,-1.39,-3.65,-5.89,-3.3,0.29,-3.43,-5.69,-0.17,-12.05,0.67,-99.99,-99.99,-99.99,-3.87,-2.16,-0.72,1.52
194903,2.63,2.8,8.94,7.59,10.13,4.81,0.94,-2.28,4.32,3.63,12.04,3.4,9.38,3.77,5.95,5.86,3.64,3.96,1.38,3.77,5.42,5.61,4.06,6.92,3.98,4.21,1.37,0.24,3.78,-99.99,-99.99,-99.99,2.65,4.49,7.37,3.66
194904,-5.37,-0.59,-0.97,-0.92,1.79,-1.5,0.22,-3.84,-3.93,-9.39,-6.87,-4.79,-0.33,-1.89,1.57,-4.02,-1.51,-1.96,-4.95,-5.11,-3.04,-4.13,-4.21,-4.43,-7.41,-2.83,-1.57,-8.99,1.23,-99.99,-99.99,-99.99,-1.67,-1.65,-0.32,0.4
194905,-6.17,-2.04,-5.55,0.51,-6.4,-0.67,2.9,-1.31,-2.19,-1.79,-1.99,-4.63,-2.21,-0.93,-5.71,-2.62,-0.49,-2.2,-6.52,-3.97,-2.01,-5.66,-3.64,-8.72,-1.39,-3.35,-2.21,2.3,-0.58,-99.99,-99.99,-99.99,-5.37,0.5,-1.95,-2.37
194906,6.28,-0.36,-2.12,-4.47,4.97,0.1,-0.06,4.87,5.83,0.7,2.42,-0.08,0.15,0.87,-1.16,-4.23,2.03,1.67,-1.27,-0.2,1.21,0.01,1.18,1.9,-3.03,-2.1,1.13,0.09,-0.93,-99.99,-99.99,-99.99,2.11,2.89,-0.65,1.53
194907,3.41,1.58,8.1,8.43,8.11,5.8,3.1,5.9,7.78,4.67,8.09,7.73,3.65,5.05,6.14,5.91,1.61,7.51,7.86,4.91,6.31,7.16,8.34,5.13,9.73,3.99,2.34,6.88,4.74,-99.99,-99.99,-99.99,4.37,5.18,6.34,1.34
194908,3.01,2.83,8.54,2.02,1.18,4.68,3.51,2.15,2.63,8.91,3.35,6.7,5.62,2.67,5.38,-1.58,2.83,1.07,-0.28,3.92,1.73,1.23,1.86,3.19,1.67,0.75,1.01,-1.15,3.68,-99.99,-99.99,-99.99,3.31,1.4,2.61,0.16
194909,0.24,1.91,5.04,2.28,10.85,3.03,2.68,2.74,3.86,1.15,4.63,5.25,2.54,4.22,2.92,2.97,4.58,3.13,3.56,2.57,3.55,3.84,2.57,3.45,5.79,2.78,0.87,23.46,4.05,-99.99,-99.99,-99.99,4.49,2.19,6.29,1.84
194910,4.6,1.87,3.44,4.76,1.88,2.01,-1.39,1.43,6.06,5.52,5.96,5.87,2.24,4.55,3.81,3.5,3.04,2.47,5.09,4.11,4.44,2.82,6.83,2.63,2.73,0.92,1.79,6.39,1.31,-99.99,-99.99,-99.99,1,0.63,4.23,3.64
194911,2.6,-1.52,-2.96,4.66,3.15,2.17,2.19,0.7,-1.54,-2.47,2.94,3.17,-2.57,4.82,-2.88,2.18,-0.15,4.64,2.67,3.37,-0.06,4.39,3.74,6.83,4.08,0.84,1.65,2.48,3.28,-99.99,-99.99,-99.99,1.13,2.16,3.04,0.49
194912,5.43,1.15,7.87,0.42,16.07,5.68,2.45,7.04,6.4,12.03,7.25,8.72,7.06,6.14,0.81,9.96,4.02,8.48,6.31,4.86,8.38,9.16,8.4,5.18,4.78,8.31,1.26,17.4,3.25,-99.99,-99.99,-99.99,4.32,4.78,6.16,9.53
195001,3.6,4.17,-0.67,3.9,5.93,1.72,-0.85,3.22,-0.31,-5.45,4.21,1.77,2.58,0.87,-0.72,5.25,0.32,-1.33,3.69,5.37,2.51,5.91,2.02,1.75,3.1,4.68,1.76,5.59,3.75,-99.99,-99.99,-99.99,0.9,0.41,1.71,-0.6
195002,3.03,-2.68,-1.92,1.93,1.04,1.14,1.43,-4.55,-1.24,0.56,0.48,1.26,-1.95,1.31,-0.41,7.76,-7.43,1.93,3.38,-1,0.47,4.7,3.77,3.37,3.14,1.7,0.74,-2.08,2.4,-99.99,-99.99,-99.99,1.62,2.38,3.45,-7.3
195003,0.64,-1.72,6.6,-1.54,-1.45,0.05,-0.66,-4.76,-3.07,1.58,2.02,1.7,-3.15,2.22,4.82,-0.78,1.31,1.81,-1.51,0.55,0.23,4.32,0.87,-2.88,-1.9,-0.79,4.11,22.94,0.56,-99.99,-99.99,-99.99,-0.5,-0.17,0,-1.03
195004,0.43,2.48,3.77,3.22,4.16,-0.03,-2.83,7.5,6.63,11.04,1.97,10.04,2.12,9.07,3.31,3.43,-1.78,3.35,7.58,3.9,1.33,6.9,10.97,3.72,-0.23,1.09,2.33,3.77,0.95,-99.99,-99.99,-99.99,-0.41,-0.35,-0.55,4.27
195005,6.88,6.25,13.25,-0.69,0.93,1.45,0.49,3.27,12.84,6.64,6.36,8.31,0.35,6.81,8.56,8.33,2.05,4.63,6.14,3.41,3.32,0.41,5.39,0.6,5.3,0.3,2.12,-3.04,1.83,-99.99,-99.99,-99.99,5.27,2.99,4.73,-3.94
195006,-4.44,-8.77,-7,-2.46,-13.13,-6.32,-4.48,-4.89,-10.33,-10.59,-13.84,-9.53,-6.32,-6.42,-4.32,-8.41,-1.41,-7.89,-4.14,-11.37,-7.1,-8.01,-3.79,-6.94,-8.28,-6.35,-3.92,-16.86,-7.66,-99.99,-99.99,-99.99,-7.34,-4.25,-7.63,-6.09
195007,-6.85,7.54,12.47,5.41,-3.65,-0.66,-1.89,16.85,10.7,-0.05,-5.66,2.71,-4.24,-4,8.41,12.31,2.46,-9.86,12.15,-3.67,1.11,-2.17,0.73,-2.19,-7.2,16.16,-1.22,-6,-5.23,-99.99,-99.99,-99.99,3.82,-1.24,-5.99,5.36
195008,18.32,8.2,0.61,6.37,7.19,3.41,0.35,2.78,2.39,4.34,4.1,12.75,8.57,7.66,4.52,4.73,4.43,7.26,4.74,4.51,5.83,4.31,7.27,5.74,6.74,0.01,2.11,23.67,3.39,-99.99,-99.99,-99.99,11.81,3.97,4.39,3.14
195009,2.47,8.45,2.5,7.16,6.4,4.95,4.77,4.52,11.37,12.2,10.1,6.27,14.19,4.04,3.6,5.92,1.84,8.63,3.22,7.85,6.35,5.22,7.12,7.07,7.75,4.28,-0.52,1.97,4.51,-99.99,-99.99,-99.99,5.24,8.68,8.51,10.69
195010,-0.33,-4.09,-0.83,1.78,-6.31,-0.55,0.15,-0.47,-3.05,-4.98,2.86,0.41,-0.63,-0.81,0.41,-4.79,2.09,-1.94,4,-0.53,-0.52,-1.92,1.11,-3.15,0.71,-0.76,0.29,-3.03,-0.74,-99.99,-99.99,-99.99,-3.61,1.11,-1.07,-5.87
195011,-5.02,4.64,11.7,11.15,2.12,0.62,-1.73,2.26,7.7,10.14,-2.02,9.58,-2.01,6.71,4.93,8.81,-0.15,5.37,5.25,-0.36,2.69,0.48,-1.34,11.35,-1.36,4.18,-0.06,-7.34,-1.18,-99.99,-99.99,-99.99,3.6,1,2.75,-0.92
195012,-1.65,13.13,4.29,3.45,6.73,2.65,-1.38,12.45,11.07,11.49,-2.02,7.67,2.29,5.81,8.85,8.64,2.32,1.82,7.63,2.15,7.78,4.61,3.29,2.75,1.75,15.88,2.06,-5.4,3.59,-99.99,-99.99,-99.99,4.19,2.69,4.47,1.25
195101,14.16,4.61,7.23,7.68,10.18,4.04,3.72,3.73,0.67,6.53,12.29,5.02,6.96,4.4,6.29,7.93,3.65,6.13,8.48,11.07,6.63,10.43,8.03,0.34,11.21,8.28,1.83,4.08,5.04,-99.99,-99.99,-99.99,5.22,3.54,2.2,4.35
195102,2.6,3.04,0.22,-4.96,10.03,0.8,-0.77,2.64,3.33,0.14,2.73,0.89,0.11,2.51,1.02,4.11,1.67,4.24,-2.31,2.8,0.97,1.4,2.66,0.34,1.33,-2.28,4.11,4.3,3.11,-99.99,-99.99,-99.99,-1.53,3.39,2.25,4.74
195103,0.64,-5.3,-2.67,-3.06,-7.47,-2.09,-1.58,-9.28,-6.42,3.21,-0.17,-3.09,-4.33,-1.48,-2.29,-2.38,-3.54,0.69,-5.14,1.6,-3.7,-0.46,-0.3,-2.42,1.12,-3.62,-1.12,-0.2,-1.39,-99.99,-99.99,-99.99,0.51,-2.25,0.49,-5.35
195104,1.12,1.06,14.76,10.72,2.76,1.07,-0.59,2.25,1.63,3.31,2.52,9.87,2.76,8.06,10.82,12.1,0.64,4.24,6.57,3.28,4.17,2.68,3.81,4.54,4.63,3.6,0.7,7.56,0.22,-99.99,-99.99,-99.99,0.13,0.41,3.81,0.7
195105,0.16,-1.44,-4.6,-4.71,-0.25,-1.16,-2.09,-0.6,-3.3,-2.95,-1.28,-2.78,-5.19,-0.27,-2.95,0.5,-1.3,-5.07,-3.74,-2.85,-1.83,-3.22,-5.15,-3.12,-0.02,-3.92,-0.29,-5.44,-0.05,-99.99,-99.99,-99.99,7.55,-1.82,-1.55,-4.44
195106,-3.94,-3.96,0.76,-3.5,-7.47,-3.21,-3.68,-5.29,-3.36,-3.85,-7.04,-1.98,-3.57,-1.19,1.13,-3.39,-1.89,-0.52,-8.19,-3.77,-4.11,-1.72,-7.29,-0.43,-4.19,-7.87,0.07,-11.43,-0.41,-99.99,-99.99,-99.99,-7.28,-2.43,-0.15,-0.22
195107,2.47,5.1,20,8.99,3.66,3.58,3.07,2.35,2.73,4,7.55,6.94,1.92,9,10.93,14.7,-0.34,7.76,9.71,6.37,7.19,4.92,4.15,6.38,4.37,8.46,2.72,8.23,5.3,-99.99,-99.99,-99.99,11.36,2.45,5.91,7.04
195108,6.71,10.51,0.2,7.46,1.2,2.98,3.45,4.22,4.76,1.13,6.45,3.27,3.96,1.74,6.07,6.62,1.61,5.28,9.81,5.33,4.71,7.23,6.64,3.34,1.35,1.48,2.67,0.97,2.13,-99.99,-99.99,-99.99,3.4,2.65,4.12,6.16
195109,-6.23,1.37,5.06,13.91,9.67,0.7,0.26,-2.25,-6.21,-2.43,1.64,-0.84,-0.72,-1.27,-1.22,1.22,1.05,0.64,1.3,1.22,1.49,3.61,2.89,5.22,1.15,3.6,-0.02,-1.53,1.33,-99.99,-99.99,-99.99,16.9,2.38,1.26,8.64
195110,-7.53,0.43,6.63,-12.18,-1.06,-2.99,-2.36,-3.32,-1.08,-2.51,-3.33,-3.26,-0.19,-7.01,0.84,-3.81,-0.39,-2.32,-1.49,-2.09,-2.35,-6.36,-1.74,-8.39,-6.25,-4.08,-1.02,-5.33,0.71,-99.99,-99.99,-99.99,-9.38,-2.67,-2.01,-2.95
195111,-0.39,3.38,-3.8,0.81,-0.4,-0.29,0.34,1.09,-1.5,-4.51,-0.29,1.28,2.05,-0.07,-0.65,-0.43,-0.16,-0.58,1.21,1.46,0.85,2.26,1.21,4.82,1.94,2.19,0.32,13.86,1.66,-99.99,-99.99,-99.99,0.98,1.49,3.29,-0.1
195112,5.55,-1.84,1.87,-0.98,3.71,2,0.82,1.37,1.9,3.36,6.07,3.24,-2.43,7.65,5.01,11.12,0.72,4.12,0.46,2.03,4.71,4.59,2.29,3.48,2.57,1.68,0.81,4.72,3.27,-99.99,-99.99,-99.99,-0.65,-0.21,6.17,-1.85
195201,-0.99,3.31,7.37,7.63,2.97,0.23,5.21,-5.11,1.3,1.74,-0.94,-0.74,-1.79,-2.65,6.57,-1.27,1.34,-0.19,3.03,2.6,-0.84,-0.94,-0.57,-1.57,1.81,3.72,0.03,9.82,3.08,-99.99,-99.99,-99.99,0.47,-0.58,2.74,-0.15
195202,-5.52,-4.74,7.42,-1.92,3.2,-1.03,-2.6,-3.64,-6.67,-0.2,-2.73,-2.05,-2.13,-3.21,-4.2,-6.42,-1.3,-2.48,-6.14,-2.27,-3.09,-3.62,-0.08,-2.39,-3.41,-1.69,-0.65,0.8,0.69,-99.99,-99.99,-99.99,-3.27,-3.69,-0.26,0.14
195203,5.42,1.63,11.13,1.69,3.44,0.75,1.86,3.98,4.35,3.45,-0.61,1.19,3.55,2.89,8.66,9.63,1.89,2.75,1.86,6.08,2.54,7.41,7.53,0.7,2.61,8.34,1.29,-0.52,2.23,-99.99,-99.99,-99.99,-0.96,2.76,3.93,1.62
195204,-2.64,-7.93,-7.89,-3.38,-1.11,-3.01,-3.83,-5.08,-3.83,-8.01,-2.4,-6.86,-2.78,-6.9,-7.63,-11.02,-2.77,-2.76,-7.83,-4.45,-3.85,-3.84,-3.07,-4.03,-5.58,-3.38,-0.58,-10.7,-1.8,-99.99,-99.99,-99.99,-5.87,-1.51,-1.53,-5.45
195205,4.8,4.76,-0.62,-0.05,3.76,2.06,-0.45,5.02,2.21,0.84,1.75,3.38,2.26,5.67,3.82,2.98,1.51,4.62,2.55,1.32,3.17,2.83,4.42,1.98,1.39,4.4,1.08,-2.62,2.99,-99.99,-99.99,-99.99,3.64,2.59,2.65,-7.76
195206,1.57,0.72,4.96,9.12,6.83,2.41,3.72,5.68,2.54,-2.24,5.87,3.33,0.62,3.21,5.54,12.56,2.79,2.18,5.74,4.52,3.13,6.66,5.38,2.27,0.01,5.07,2.03,3.8,1.1,-99.99,-99.99,-99.99,2.51,2.97,2.67,0.91
195207,-3.15,0.18,-3.13,3.15,0.82,1.66,-0.64,-1.88,4.56,-2.74,-1.69,4.92,1.75,0.78,-0.87,0.66,1.92,2.3,3.3,-0.98,3.05,1.28,2.35,1.67,2.29,0.71,0.23,0.71,2.17,-99.99,-99.99,-99.99,-0.74,2.13,2.54,-1.02
195208,3.85,1.11,-2.99,-1.57,2.27,0.9,1.63,-0.21,-2.91,3.88,-2.77,-0.68,-1.5,-1.49,-2.66,-2.08,-0.59,-1.81,-2.35,-1.35,-1.66,0.16,1.77,0.26,1.53,-0.34,0.85,2.69,1.91,-99.99,-99.99,-99.99,-1.86,-0.2,-1.17,4.41
195209,-6.27,-0.69,-0.86,-3.73,-6.43,-2.73,0.09,-5.58,-3.06,-0.38,-3.4,-0.87,-0.32,-1.97,-4.64,-1.79,0.59,-1.69,-3.85,-0.94,-1.52,2.36,-0.98,-1.26,-1.7,-1.9,-0.39,2.46,0.36,-99.99,-99.99,-99.99,-4.11,-0.56,0.28,-0.85
195210,-4.88,-4.91,-3.7,-3.52,0.36,-1.41,6.61,-7.16,-7.52,-9.93,0.48,-1.85,0.17,-1.77,0.75,0.72,0.19,-1.56,-1.56,-1.62,-1.57,-0.54,1.26,-3.67,-3.79,0.54,0.9,1.88,0.47,-99.99,-99.99,-99.99,1.29,-1.25,-3.29,-5.72
195211,2.75,6.6,1.27,7.35,3.16,5.61,8.03,5.79,12.94,2.32,4.69,8.29,3.49,9.55,2.03,15.2,3.29,8.29,7.81,6.69,6.51,10.37,6.42,7.09,6.76,7.43,4.07,4.06,5.18,-99.99,-99.99,-99.99,4.27,4.58,7.8,7.32
195212,1.87,0.68,6.05,2.18,1.98,1.25,0.44,4.24,-2.16,1.8,5.07,3.03,2.51,1.23,4.53,5.34,2.64,3.2,4.22,2.06,2.9,2.58,6.51,2.08,1.18,3.76,0.89,0.42,1.8,-99.99,-99.99,-99.99,2.04,1.26,4.07,6.25
195301,-1.05,3.93,-3.1,-5.57,-0.44,2.73,4.33,-2.76,-0.32,3.28,2.86,-1.3,3.34,-0.26,-3.05,-0.73,1.08,-0.82,1.42,2.91,-0.05,-3.25,0.58,-0.82,1.13,1.74,0.89,8.32,0.94,-99.99,-99.99,-99.99,-0.1,0.88,0,0.77
195302,-5.54,3.67,2.06,0.35,0.11,1.15,5.64,1.63,2.28,-2.79,-0.84,1.03,4.34,-2.15,0.21,-0.83,4.89,-0.18,-0.39,1.48,-0.09,0.37,-0.79,0.94,-0.69,-1.16,-0.42,-1.3,0.41,-99.99,-99.99,-99.99,-1.51,-0.07,-0.23,3.99
195303,4,-6.97,8.76,-0.07,-1.78,-1.01,-4.45,-4.92,-4.17,-0.23,-0.47,-1.72,-0.31,0.05,-1.22,-4.28,-0.61,-0.13,-4.72,0.14,-0.49,-1.74,-4.5,1.28,5,-2.38,-0.43,-0.55,0.16,-99.99,-99.99,-99.99,-1.6,-0.43,0.77,3.86
195304,-3.54,-2.79,-6.64,-3.32,-2.88,-0.72,4.87,-2.78,-4.53,-4.04,-2.05,-3.29,-1.68,-3.49,-5.02,-3.27,1.1,-1.68,-2.04,-0.71,-3.28,0.52,-2.22,-0.77,-2.4,-2.92,-1.17,6.7,-3.21,-99.99,-99.99,-99.99,-3.16,-0.67,-4.54,-2.18
195305,-0.42,-3.24,2.18,1.22,1.56,0.46,-0.34,-0.39,-1.35,-2.75,1.46,2.35,0.49,0.01,1.84,-1.21,1.86,-0.88,0.04,0.84,0.64,0.93,0.38,-0.39,3.04,2.77,0.29,4.76,0.04,-99.99,-99.99,-99.99,0.22,1.55,0.6,-0.11
195306,2.41,-4.25,-1.55,-3.3,-4.71,-1.81,1.74,-0.37,-0.36,-6.27,-7.25,-1.32,-3.7,-1.69,0.1,-0.29,-2.29,-4.55,-2.8,-1.92,-3.69,-1.95,-3.32,-1.49,-4.03,-1.24,0.57,-3.11,-3.06,-99.99,-99.99,-99.99,-6.22,-2,-2.93,-0.71
195307,1.4,-0.04,2.26,2.58,1.76,2.7,4.47,1.36,-2.43,-0.84,3.32,3.19,-0.5,3.01,4.12,0.28,1.85,2.45,3.34,3.44,1.03,2.44,0.57,2.55,1.24,1.46,0.95,0.67,3.36,-99.99,-99.99,-99.99,0.17,2.07,1.3,2.66
195308,-3.04,-8.31,-4,-4.66,-4.31,-2.59,-5.51,-5.2,-0.6,-2.09,-3.83,-4.94,-4.69,-2.61,-6.56,-6.67,-1.53,-4.16,-8.02,-5.38,-4.97,-5.98,-6.03,-1.02,-3.68,-8.67,-0.81,-2.2,-0.37,-99.99,-99.99,-99.99,0.3,-2.49,-2.93,-6.23
195309,-3.8,-0.3,-4.65,-2.62,1.64,0.07,3.54,-2.3,-5.05,-0.54,0.51,3.57,1.58,1.48,-1.67,2.68,0.43,2.25,-0.46,0.38,-0.49,4.86,-0.58,2.08,-1.46,-1.69,1.64,8.15,1.61,-99.99,-99.99,-99.99,-2.17,0.22,0.5,-2.33
195310,-5.79,0.58,3.72,6.48,4.14,2.02,-2.12,0.36,5.03,-1.03,6.26,7.25,5.13,4.49,5.85,9.17,-0.06,5.23,8.27,8.19,3.43,8.5,7.61,7.82,2.61,3.62,1.31,4.29,4.51,-99.99,-99.99,-99.99,1.29,0.82,4.53,2.4
195311,-0.52,0.54,4.56,-0.37,3.48,3.38,-7.81,-0.81,1.99,5.68,6.3,7.7,2.08,4.95,1.76,5.19,-0.29,4.29,2.04,4.2,2.48,6.87,0.91,1.9,4.54,1.97,2.23,3.36,3,-99.99,-99.99,-99.99,1.6,3.43,4.1,11
195312,-0.04,-4.37,0.72,-2.9,-4.04,1.02,-4.33,-3.19,-2.14,-4.56,-3.63,1.79,2.58,0.63,0.48,3.3,-0.59,2.52,-0.84,-0.7,1.28,-0.66,-0.85,0.5,0.62,-3.72,0.64,-3.52,0.59,-99.99,-99.99,-99.99,-0.52,1.32,0.26,2.84
195401,8.09,6.77,6.49,10.67,6.73,4.04,1.8,7.72,5.06,8.25,6.61,6.51,4.09,1.61,8.82,8.07,1.26,6.33,7.56,2.46,7.55,7.1,5.7,5.79,4.3,7.92,2.05,-5.3,3.3,-99.99,-99.99,-99.99,7.57,3.12,4.14,3.29
195402,0.67,0.28,5.33,4.52,-0.39,-0.06,-3.31,1.75,-0.12,0.59,0.77,1.27,3.91,-0.05,2.69,1.01,3.38,2.29,0.31,2.51,3.79,5.51,2.23,3.21,3,0.96,2.43,9.1,1.57,-99.99,-99.99,-99.99,2.99,0.31,1.56,2.74
195403,1.79,5.57,2.7,-0.28,3.23,2.16,0.42,-2.75,1.62,0.45,3.38,6.93,2.39,4.27,4.45,4.65,1.88,-0.65,6.07,6.3,6.6,6.99,4.93,5.54,2.32,-0.26,1.73,1.21,3,-99.99,-99.99,-99.99,-0.74,0.42,4.91,4.31
195404,3.91,0.23,2.39,4.78,4.76,0.68,3.84,-5.3,-3.89,0.62,5.03,8.94,5.13,6.13,6.55,0.6,1.86,4.92,6.59,2.16,3.96,12.2,3.51,3.06,2.13,1.76,1.94,3.54,1.21,-99.99,-99.99,-99.99,1.43,1.55,5.35,0.99
